UDI,Product ID,Type,Air temperature [K],Process temperature [K],Temperature difference [K],Rotational speed [rpm],Rotational speed (rad/s),Torque [Nm],Power (W),Tool wear [min],ToolWear_Torque,Machine failure,TWF,HDF,PWF,OSF,RNF,,,,,,,,,,,,,,,,
2621,L49800,L,299.4,309.2,9.8,1556,162.94,35.7,5817.10,75,2677.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2622,M17481,M,299.5,309.3,9.8,1506,157.71,41.5,6544.88,77,3195.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2623,M17482,M,299.6,309.4,9.8,1642,171.95,30.3,5210.08,80,2424,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2624,M17483,M,299.6,309.4,9.8,1283,134.36,62.1,8343.47,83,5154.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2625,H32038,H,299.7,309.5,9.8,1375,143.99,46.8,6738.72,86,4024.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2626,L49805,L,299.7,309.4,9.7,1399,146.50,39.9,5845.47,91,3630.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2627,L49806,L,299.7,309.4,9.7,1650,172.79,29.8,5149.07,93,2771.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2628,M17487,M,299.8,309.6,9.8,1346,140.95,53.2,7498.69,95,5054,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2629,H32042,H,299.9,309.6,9.7,1410,147.65,51.2,7559.93,98,5017.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2630,L49809,L,300,309.7,9.7,1586,166.09,37.8,6278.03,103,3893.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2631,L49810,L,300,309.8,9.8,1372,143.68,39.6,5689.55,105,4158,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2632,H32045,H,300,309.7,9.7,1529,160.12,42.4,6788.94,107,4536.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2633,M17492,M,300,309.7,9.7,1652,173.00,28.6,4947.72,112,3203.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2634,L49813,L,300.1,309.8,9.7,1532,160.43,39.8,6385.14,115,4577,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2635,L49814,L,300,309.7,9.7,1554,162.73,32,5207.50,117,3744,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2636,H32049,H,299.9,309.6,9.7,1462,153.10,51,7808.11,119,6069,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2637,L49816,L,299.9,309.6,9.7,1254,131.32,61.3,8049.83,124,7601.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2638,L49817,L,299.9,309.6,9.7,1294,135.51,49.7,6734.72,126,6262.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2639,L49818,L,299.8,309.5,9.7,1739,182.11,27.5,5007.96,128,3520,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2640,M17499,M,299.8,309.4,9.6,1412,147.86,47.8,7067.91,130,6214,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2641,M17500,M,299.9,309.5,9.6,1372,143.68,56.2,8074.56,133,7474.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2642,H32055,H,299.8,309.5,9.7,1420,148.70,46.7,6944.39,136,6351.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2643,L49822,L,299.8,309.5,9.7,1542,161.48,40.3,6507.56,141,5682.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2644,M17503,M,299.8,309.4,9.6,1401,146.71,48.1,7056.87,143,6878.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2645,L49824,L,299.8,309.4,9.6,1510,158.13,42.5,6720.39,146,6205,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2646,H32059,H,299.9,309.5,9.6,1547,162.00,38.5,6237.06,148,5698,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2647,M17506,M,299.8,309.5,9.7,1453,152.16,43.2,6573.22,153,6609.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2648,L49827,L,299.8,309.4,9.6,1408,147.45,45.6,6723.51,156,7113.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2649,L49828,L,299.8,309.4,9.6,1436,150.38,51.6,7759.48,158,8152.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2650,M17509,M,299.9,309.5,9.6,1582,165.67,38.2,6328.47,160,6112,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2651,L49830,L,299.9,309.6,9.7,1280,134.04,59.3,7948.65,163,9665.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2652,L49831,L,299.9,309.5,9.6,2008,210.28,20.4,4289.66,165,3366,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2653,L49832,L,299.9,309.5,9.6,1772,185.56,23.5,4360.74,167,3924.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2654,L49833,L,299.9,309.5,9.6,1779,186.30,26.1,4862.34,169,4410.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2655,L49834,L,299.9,309.5,9.6,1567,164.10,35.5,5825.40,171,6070.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2656,M17515,M,299.8,309.4,9.6,1751,183.36,27,4950.84,173,4671,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2657,L49836,L,299.9,309.5,9.6,1349,141.27,51.3,7246.99,176,9028.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2658,M17517,M,300,309.5,9.5,1425,149.23,40.8,6088.41,178,7262.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2659,L49838,L,300,309.4,9.4,1395,146.08,44.5,6500.74,181,8054.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2660,H32073,H,299.8,309.3,9.5,1595,167.03,32.1,5361.60,183,5874.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2661,L49840,L,299.8,309.3,9.5,1291,135.19,56.4,7624.90,188,10603.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2662,M17521,M,299.9,309.4,9.5,1509,158.02,42.8,6763.35,190,8132,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2663,M17522,M,299.9,309.4,9.5,1483,155.30,38.1,5916.91,193,7353.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2664,L49843,L,299.9,309.3,9.4,1620,169.65,31.1,5275.99,196,6095.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2665,M17524,M,299.9,309.4,9.5,1487,155.72,42.2,6571.31,198,8355.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2666,L49845,L,299.8,309.4,9.6,2256,236.25,15.9,3756.34,201,3195.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2667,H32080,H,299.7,309.2,9.5,1691,177.08,27.7,4905.15,203,5623.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2668,M17527,M,299.8,309.3,9.5,1663,174.15,35.2,6130.04,208,7321.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2669,M17528,M,299.8,309.3,9.5,1640,171.74,31.1,5341.13,211,6562.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2670,H32083,H,299.7,309.3,9.6,1494,156.45,37.8,5913.86,214,8089.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2671,L49850,L,299.8,309.4,9.6,1467,153.62,46.2,7097.42,219,10117.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2672,M17531,M,299.7,309.3,9.6,1399,146.50,41.9,6138.47,221,9259.9,1,1,0,0,0,0,,,,,,,,,,,,,,,,
2673,L49852,L,299.7,309.3,9.6,1445,151.32,42.6,6446.23,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2674,L49853,L,299.8,309.4,9.6,1480,154.99,40.9,6338.90,2,81.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2675,L49854,L,299.7,309.3,9.6,1546,161.90,37.2,6022.56,4,148.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2676,L49855,L,299.7,309.3,9.6,1574,164.83,35.8,5900.87,6,214.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2677,L49856,L,299.7,309.3,9.6,1592,166.71,34.2,5701.61,8,273.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2678,L49857,L,299.8,309.5,9.7,1495,156.56,39.6,6199.62,10,396,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2679,L49858,L,299.8,309.6,9.8,1447,151.53,43.1,6530.92,12,517.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2680,L49859,L,299.8,309.5,9.7,1476,154.57,44.4,6862.75,14,621.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2681,L49860,L,299.8,309.5,9.7,1641,171.85,27.1,4657.00,16,433.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2682,L49861,L,299.8,309.5,9.7,1545,161.79,32.2,5209.70,18,579.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2683,M17542,M,299.9,309.6,9.7,1364,142.84,44.4,6342.00,20,888,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2684,L49863,L,299.8,309.5,9.7,1590,166.50,28.5,4745.38,23,655.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2685,L49864,L,299.8,309.4,9.6,1460,152.89,37.4,5718.12,25,935,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2686,L49865,L,299.8,309.4,9.6,1609,168.49,32.5,5476.06,27,877.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2687,L49866,L,299.8,309.4,9.6,1633,171.01,27.5,4702.70,29,797.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2688,L49867,L,299.9,309.4,9.5,1348,141.16,52.8,7453.37,31,1636.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2689,L49868,L,299.9,309.4,9.5,1322,138.44,53.9,7461.89,33,1778.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2690,L49869,L,300,309.5,9.5,1641,171.85,30.1,5172.54,35,1053.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2691,L49870,L,300,309.5,9.5,1728,180.96,26,4704.85,37,962,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2692,L49871,L,300,309.6,9.6,1431,149.85,47.7,7148.03,39,1860.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2693,L49872,L,300.1,309.7,9.6,1641,171.85,30.4,5224.09,41,1246.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2694,M17553,M,300.1,309.6,9.5,1622,169.86,36.1,6131.78,43,1552.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2695,M17554,M,300.1,309.6,9.5,1625,170.17,38,6466.44,46,1748,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2696,L49875,L,300,309.5,9.5,1869,195.72,22.7,4442.87,49,1112.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2697,L49876,L,300,309.6,9.6,1452,152.05,46,6994.44,51,2346,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2698,L49877,L,300,309.6,9.6,1618,169.44,28.7,4862.83,53,1521.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2699,L49878,L,300,309.4,9.4,2010,210.49,20,4209.73,55,1100,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2700,L49879,L,299.9,309.4,9.5,1363,142.73,60.9,8692.44,57,3471.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2701,L49880,L,299.9,309.3,9.4,1473,154.25,40.4,6231.79,59,2383.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2702,L49881,L,299.9,309.2,9.3,1333,139.59,50.8,7091.24,61,3098.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2703,L49882,L,299.8,309.2,9.4,1760,184.31,25.9,4773.55,63,1631.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2704,M17563,M,299.8,309.2,9.4,1372,143.68,58.2,8361.91,65,3783,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2705,M17564,M,299.7,309.2,9.5,1608,168.39,34.4,5792.59,68,2339.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2706,L49885,L,299.7,309.2,9.5,1326,138.86,64.8,8998.02,71,4600.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2707,M17566,M,299.6,309.1,9.5,1560,163.36,37.1,6060.76,73,2708.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2708,M17567,M,299.6,309,9.4,1539,161.16,36.1,5818.01,76,2743.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2709,L49888,L,299.6,309.1,9.5,2266,237.29,15.3,3630.61,79,1208.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2710,L49889,L,299.6,309.1,9.5,1641,171.85,35.8,6152.06,81,2899.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2711,L49890,L,299.6,309.1,9.5,1574,164.83,39.2,6461.29,83,3253.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2712,L49891,L,299.6,309.1,9.5,1407,147.34,50.6,7455.44,85,4301,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2713,H32126,H,299.7,309.2,9.5,1302,136.35,55.5,7567.15,87,4828.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2714,M17573,M,299.6,309.2,9.6,1651,172.89,30.8,5325.08,92,2833.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2715,M17574,M,299.6,309.1,9.5,1366,143.05,55.2,7896.20,95,5244,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2716,M17575,M,299.5,309,9.5,1701,178.13,28.6,5094.47,98,2802.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2717,L49896,L,299.5,309,9.5,1498,156.87,44.6,6996.41,101,4504.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2718,M17577,M,299.5,309.1,9.6,1422,148.91,45.3,6745.69,103,4665.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2719,L49898,L,299.5,309.1,9.6,1357,142.10,47.3,6721.55,106,5013.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2720,L49899,L,299.5,309.2,9.7,1690,176.98,29.2,5167.71,108,3153.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2721,L49900,L,299.6,309.2,9.6,1559,163.26,39.1,6383.39,110,4301,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2722,M17581,M,299.6,309.3,9.7,1553,162.63,32.4,5269.20,112,3628.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2723,L49902,L,299.6,309.3,9.7,1558,163.15,34.8,5677.74,115,4002,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2724,L49903,L,299.7,309.4,9.7,1362,142.63,51.9,7402.41,117,6072.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2725,M17584,M,299.8,309.3,9.5,1470,153.94,42.7,6573.15,119,5081.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2726,L49905,L,299.8,309.4,9.6,1555,162.84,34.8,5666.80,122,4245.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2727,M17586,M,299.8,309.4,9.6,1423,149.02,42.9,6392.80,124,5319.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2728,L49907,L,299.7,309.3,9.6,1434,150.17,38.5,5781.47,127,4889.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2729,L49908,L,299.7,309.3,9.6,1779,186.30,25.5,4750.56,129,3289.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2730,L49909,L,299.7,309.3,9.6,1417,148.39,54.6,8101.98,131,7152.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2731,L49910,L,299.6,309.2,9.6,1425,149.23,45.9,6849.46,133,6104.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2732,M17591,M,299.7,309.2,9.5,1597,167.24,32.9,5502.11,135,4441.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2733,L49912,L,299.7,309.2,9.5,1346,140.95,57.4,8090.69,138,7921.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2734,L49913,L,299.7,309.2,9.5,1422,148.91,40.4,6016.02,140,5656,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2735,H32148,H,299.7,309.2,9.5,1572,164.62,32.8,5399.52,142,4657.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2736,L49915,L,299.7,309.2,9.5,1412,147.86,45.4,6713.04,147,6673.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2737,M17596,M,299.7,309.1,9.4,1576,165.04,36.4,6007.40,149,5423.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2738,M17597,M,299.7,309.1,9.4,1508,157.92,41.2,6506.20,152,6262.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2739,M17598,M,299.8,309.1,9.3,1496,156.66,44.4,6955.74,155,6882,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2740,L49919,L,299.8,309.2,9.4,1572,164.62,35.4,5827.53,158,5593.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2741,L49920,L,299.6,309,9.4,1525,159.70,42.8,6835.06,160,6848,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2742,L49921,L,299.6,309,9.4,1378,144.30,51.9,7489.37,162,8407.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2743,L49922,L,299.6,309.1,9.5,1369,143.36,51.4,7368.77,164,8429.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2744,L49923,L,299.6,309.1,9.5,1476,154.57,45.3,7001.86,166,7519.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2745,L49924,L,299.7,309.2,9.5,1620,169.65,30,5089.38,168,5040,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2746,M17605,M,299.7,309.1,9.4,1603,167.87,38.5,6462.83,170,6545,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2747,L49926,L,299.7,309.2,9.5,1411,147.76,46.1,6811.72,173,7975.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2748,L49927,L,299.7,309.2,9.5,1616,169.23,31.6,5347.58,175,5530,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2749,L49928,L,299.7,309.2,9.5,1631,170.80,35.1,5995.01,177,6212.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2750,M17609,M,299.7,309.2,9.5,1685,176.45,28.9,5099.49,179,5173.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2751,H32164,H,299.7,309.2,9.5,1456,152.47,40.6,6190.36,182,7389.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2752,L49931,L,299.7,309.1,9.4,1417,148.39,50.1,7434.23,187,9368.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2753,M17612,M,299.7,309.1,9.4,1851,193.84,24.7,4787.76,189,4668.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2754,L49933,L,299.7,309.1,9.4,1715,179.59,27.8,4992.72,192,5337.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2755,H32168,H,299.6,309.1,9.5,1630,170.69,32.3,5513.39,194,6266.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2756,L49935,L,299.7,309.2,9.5,1478,154.78,38.8,6005.30,199,7721.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2757,L49936,L,299.7,309.2,9.5,1781,186.51,29.6,5520.57,201,5949.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2758,L49937,L,299.8,309.2,9.4,1439,150.69,36.1,5439.97,203,7328.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2759,M17618,M,299.7,309.2,9.5,1412,147.86,45.3,6698.25,205,9286.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2760,L49939,L,299.7,309.1,9.4,1483,155.30,41.1,6382.81,208,8548.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2761,L49940,L,299.8,309.2,9.4,1400,146.61,42.6,6245.49,210,8946,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2762,L49941,L,299.8,309.3,9.5,1299,136.03,65.1,8855.62,212,13801.2,1,0,0,0,1,0,,,,,,,,,,,,,,,,
2763,L49942,L,299.8,309.2,9.4,1479,154.88,44.4,6876.69,214,9501.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2764,L49943,L,299.8,309.2,9.4,1491,156.14,47.5,7416.51,216,10260,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2765,M17624,M,299.9,309.3,9.4,1389,145.46,52.8,7680.06,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2766,M17625,M,299.9,309.4,9.5,1399,146.50,54.8,8028.36,3,164.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2767,M17626,M,299.9,309.4,9.5,1889,197.82,26,5143.21,6,156,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2768,L49947,L,300,309.5,9.5,1925,201.59,21.9,4414.72,9,197.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2769,L49948,L,300,309.5,9.5,1675,175.41,30.2,5297.25,11,332.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2770,M17629,M,300,309.6,9.6,1477,154.67,38.1,5892.97,13,495.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2771,L49950,L,300,309.6,9.6,1364,142.84,45.9,6556.25,16,734.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2772,L49951,L,299.9,309.5,9.6,1451,151.95,39.4,5986.77,18,709.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2773,L49952,L,299.9,309.4,9.5,1467,153.62,41.2,6329.30,20,824,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2774,L49953,L,299.9,309.4,9.5,1858,194.57,22.5,4377.81,22,495,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2775,L49954,L,300.1,309.4,9.3,1559,163.26,39.7,6481.35,24,952.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2776,L49955,L,300.1,309.4,9.3,1560,163.36,47.7,7792.41,26,1240.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2777,L49956,L,300.1,309.4,9.3,1453,152.16,47.6,7242.71,28,1332.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2778,L49957,L,300.1,309.4,9.3,1464,153.31,41.7,6393.02,30,1251,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2779,L49958,L,300,309.4,9.4,1308,136.97,50.2,6876.07,32,1606.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2780,L49959,L,300.1,309.5,9.4,1353,141.69,50.9,7211.81,34,1730.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2781,M17640,M,300.2,309.6,9.4,1556,162.94,35.8,5833.39,36,1288.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2782,L49961,L,300.2,309.5,9.3,2183,228.60,17.8,4069.14,39,694.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2783,M17642,M,300.2,309.6,9.4,1491,156.14,41.8,6526.53,41,1713.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2784,M17643,M,300.2,309.6,9.4,1528,160.01,35.1,5616.41,44,1544.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2785,L49964,L,300.2,309.6,9.4,1430,149.75,52.7,7891.79,47,2476.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2786,L49965,L,300.2,309.5,9.3,1495,156.56,32.6,5103.73,49,1597.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2787,M17646,M,300.2,309.5,9.3,1630,170.69,28.3,4830.62,51,1443.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2788,M17647,M,300.3,309.6,9.3,1524,159.59,38.4,6128.37,54,2073.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2789,L49968,L,300.3,309.6,9.3,1326,138.86,52.4,7276.18,57,2986.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2790,H32203,H,300.3,309.5,9.2,1438,150.59,44,6625.83,59,2596,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2791,L49970,L,300.4,309.6,9.2,1356,142.00,45.9,6517.80,64,2937.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2792,H32205,H,300.4,309.6,9.2,1416,148.28,43.3,6420.66,66,2857.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2793,L49972,L,300.4,309.7,9.3,1584,165.88,32.6,5407.56,71,2314.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2794,L49973,L,300.3,309.6,9.3,1597,167.24,31.8,5318.15,73,2321.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2795,L49974,L,300.4,309.6,9.2,1553,162.63,43.9,7139.45,75,3292.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2796,M17655,M,300.3,309.5,9.2,1405,147.13,49.4,7268.28,77,3803.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2797,L49976,L,300.2,309.5,9.3,1539,161.16,35.3,5689.08,80,2824,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2798,M17657,M,300.3,309.6,9.3,1398,146.40,53.7,7861.58,82,4403.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2799,L49978,L,300.3,309.6,9.3,1568,164.20,39.6,6502.34,85,3366,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2800,L49979,L,300.3,309.6,9.3,1404,147.03,44.6,6557.38,87,3880.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2801,M17660,M,300.2,309.5,9.3,1500,157.08,45.7,7178.54,89,4067.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2802,M17661,M,300.2,309.5,9.3,1642,171.95,28.8,4952.16,92,2649.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2803,M17662,M,300.3,309.6,9.3,1509,158.02,46.6,7363.83,95,4427,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2804,L49983,L,300.2,309.5,9.3,1343,140.64,50.2,7060.06,98,4919.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2805,L49984,L,300.1,309.5,9.4,1450,151.84,40.1,6088.93,100,4010,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2806,L49985,L,300,309.4,9.4,1460,152.89,43.5,6650.75,102,4437,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2807,L49986,L,300,309.3,9.3,1364,142.84,41.2,5884.92,104,4284.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2808,M17667,M,299.9,309.3,9.4,1452,152.05,41.9,6371.02,106,4441.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2809,L49988,L,299.9,309.3,9.4,1471,154.04,41.8,6438.99,109,4556.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2810,L49989,L,299.9,309.2,9.3,1598,167.34,34.6,5790.04,111,3840.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2811,L49990,L,299.8,309.1,9.3,1772,185.56,24.8,4601.97,113,2802.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2812,L49991,L,299.9,309.2,9.3,1761,184.41,25.6,4720.93,115,2944,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2813,M17672,M,300,309.3,9.3,1413,147.97,40.7,6022.34,117,4761.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2814,L49993,L,300,309.3,9.3,1887,197.61,22.6,4465.90,120,2712,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2815,L49994,L,300,309.3,9.3,1395,146.08,56.5,8253.75,122,6893,0,0,0,0,0,0,,,,,,,,,,,,,,,,
